chapter_no,verse_no,translation
16,5,"Divine qualities lead to salvation, but demonic qualities cause one to remain trapped in bondage. Don't worry Arjuna, you were born with divine qualities."
16,6,"There are two types of beings in this world - those with divine qualities and those with asura nature. I have elaborately described the divine qualities, O Arjuna, I will tell you about the nature of the Asuras, listen."
16,7,"Those with asura qualities do not understand what is good conduct and what is bad conduct. That is why they are not chaste, or virtuous, or at least truthful."
16,8,"They say, ""There is no absolute truth in this world, no basis (of moral code), and no God (who created or maintains it). It all originates from male-female union and serves no other purpose than sexual gratification.""  that"
16,9,"Firmly held in such a view, these misguided souls, with low intelligence and violent deeds, become enemies of the world and threaten to destroy it."
16,10,"Filled with excessive lust, arrogance, avarice, pride and arrogance, these asura-characteristics hold false doctrines. Thus enamored, they are attracted to temporal things and act with an impure mind."
16,11,"Their endless worry-worries ultimately end in death. However, they are convinced that the gratification of desires and the accumulation of wealth is the ultimate goal of life."
16,12,"Bound by hundreds of desires, and beset by lustful wraths, they labor to amass wealth in unrighteous ways, all for the sake of their sensual pleasures."
16,13,"Those with asura qualities think, ""I have already acquired a lot of money today, I will fulfill this desire of mine. All this is mine, tomorrow I will still have it. That enemy is destroyed by me, I will destroy others too! I myself am like God, I am the one who indulges all this, I am powerful and I am comfortable. I am rich and my relatives are in great position. Who is my equal? I offer sacrifices (to the gods)."" I will do; I will give alms; I will enjoy."" Thus, they become enamored by ignorance."
16,14,"Those with asura qualities think, ""I have already acquired a lot of money today, I will fulfill this desire of mine. All this is mine, tomorrow I will still have it. That enemy is destroyed by me, I will destroy others too! I myself am like God, I am the one who indulges all this, I am powerful and I am comfortable. I am rich and my relatives are in great position. Who is my equal? I offer sacrifices (to the gods)."" I will do; I will give alms; I will enjoy."" Thus, they become enamored by ignorance."
16,15,"Those with asura qualities think, ""I have already acquired a lot of money today, I will fulfill this desire of mine. All this is mine, tomorrow I will still have it. That enemy is destroyed by me, I will destroy others too! I myself am like God, I am the one who indulges all this, I am powerful and I am comfortable. I am rich and my relatives are in great position. Who is my equal? I offer sacrifices (to the gods)."" I will do; I will give alms; I will enjoy."" Thus, they become enamored by ignorance."
16,16,"Deluded by such imaginations, delusions, ensnared in lust, and enslaved to the gratification of the senses, they fall into the lower hells."
16,17,"Such self-conceived foolish men, proud of their wealth and wealth, full of pride, perform yajnas in nominal pomp without any respect for the rules of science."
16,18,"Blinded by ego, strength, pride, lust, and anger, these Asuri-prone, abuse/hate Me in their own bodies and in the bodies of others."
16,19,"I, in the cycle of rebirth of the material world, repeatedly cast into the wombs of such demonic natures, evil and hateful in nature. These foolish souls are born again and again in the Asura wombs. Unable to reach Me, O Arjuna, they gradually fall into the lowest state of existence."
16,20,"I, in the cycle of rebirth of the material world, repeatedly cast into the wombs of such demonic natures, evil and hateful in nature. These foolish souls are born again and again in the Asura wombs. Unable to reach Me, O Arjuna, they gradually fall into the lowest state of existence."
16,21,"There are three gates of hell that lead to the destruction of the soul - lust, anger, and greed. So, everyone should leave these."
16,22,"Those who are freed from these three gates of darkness, strive for the well-being of the soul, so that they attain the ultimate goal."
16,23,"Those who do not follow the instructions given in the Shastra, but are motivated by lust, they cannot achieve perfect Siddhi, happiness, and ultimately the ultimate goal of life."
16,24,"So, let's take science as the standard of what to do and what not to do. Learn the rules and teachings of science and act accordingly in this world."
17,1,"Arjuna said: O Krishna, what is the condition of those who renounce (neglect) the duties of science and yet worship with devotion? Is their faith in Sattva Guna or Rajo and Tamo Gunas?"
17,2,"Sri Bhagavan said: Every human being is born with his innate devotion/faith, which may be of three types - sattvik, rajas, or tamas. Now hear from me on this matter."
17,3,"All men have beliefs according to the nature of their mind. Everyone has beliefs, and what they believe is their personality."
17,4,Those in sattva guna worship the gods; Those in Rajoguna worship Yakshas and Rakshasas; Those in the Tamo Guna worship ghosts.
17,5,"Some people, driven by their vanity (hypocrisy) and pride, perform the most severe austerities, though unscientific.  Driven by lust and lust, they afflict not only their bodily organs but also Me, who is the Supreme Soul, within their bodies. Know that such mindless people are of asura nature."
17,6,"Some people, driven by their vanity (hypocrisy) and pride, perform the most severe austerities, though unscientific.  Driven by lust and lust, they afflict not only their bodily organs but also Me, who is the Supreme Soul, within their bodies. Know that such mindless people are of asura nature."
17,7,"People's food preferences depend on their nature.  Yajnas, penance, and charity also depend on their disposition. Now listen to these differences."
17,8,"Virtue-dominant – likes things that increase longevity, and promote comfort, strength, health, happiness, and contentment. Such foods are juicy, nutritious, nutritious, and naturally delicious."
17,9,"Foods that are very bitter, very sour, salty, very hot, pungent, dry and spicy are preferred by those with Rajo guna predominance. Such foods cause suffering, grief and disease."
17,10,"Dried/spoilt food, rotten food, contaminated and impure food – are dear to those who have Tamasi Guna as their predominance."
17,11,"It is as if the yajna performed with sattva guna is performed with a firm determination in the mind that this is the duty to be done, following the rules of science without any desire for results."
17,12,"O great Bharata, know that a yajna for worldly gain or pride is in Rajoguna."
17,13,"A yajna performed without devotion and contrary to the rules of Shastra, without distribution of prasada, chanting of mantras, and without giving Dakshina, is considered to be of Tamo Guna."
17,14,"Worship of the Supreme Lord, Brahmins, spiritual master, sages and elders - whenever it is done while practicing purity, chastity, celibacy and non-violence - is said to be physical penance."
17,15,"Speech that does not cause emotion, truths, that does not cause anger, beloved things and recitation of eternal Vedic scriptures - these are said to be verbal penance."
17,16,"Calmness of thought, gentleness, silence, self-restraint and purity of feeling - all these are known as penance of the mind."
17,17,"If these three penances are practiced with great faith by the pious devotees without any expectation of material rewards, they are called sattvic penances."
17,18,"For glory, honour, and magnanimity, ostentatious austerities/yagnas are in Rajo Guna. Its benefits are transient, and temporary."
17,19,"Penance done with confused feelings, torturing oneself or harming others, is said to be in the nature of tamo."
17,20,"Giving alms is said to be sattvaguna dana if one considers it a duty (right thing to do) and gives alms at the right time and in the right place, without any reward."
17,21,"Donation given reluctantly, with the hope of something in return or with the expectation of a reward, is said to be in Rajo Guna."
17,22,"Donation given at an inappropriate place, at an inappropriate time, to an undeserving (apatra), without courtesy, or carelessly, is considered tamasadana."
17,23,"The words ""Om Tat Sat"" have been prescribed from the beginning of creation as indicative of Parabrahman. From them arose priests, sciences and yagnas."
17,24,"So, in performing yajnas, in giving alms, in performing austerities - the Vedic vidus, following the Vedic injunctions, always begin by uttering the sound 'Om'."
17,25,"Those who do not expect any counter-fruits, but seek to be freed from these material bonds, utter the word ""tat"" while performing penance, yajna, and charity."
17,26,"The word ""Sat"" means - orthodox existence and auspiciousness. O Arjuna, it is also used to denote an auspicious action. The term ""sat"" also describes engaging in the practice of yajna, penance, and charity.  Therefore, any work with this purpose is called ""Sat""."
17,27,"The word ""Sat"" means - orthodox existence and auspiciousness. O Arjuna, it is also used to denote an auspicious action. The term ""sat"" also describes engaging in the practice of yajna, penance, and charity.  Therefore, any work with this purpose is called ""Sat""."
17,28,"O son of Pritha, donations and sacrifices done with ashradha are called ""asat"". They are of no use either in this world or in the Hereafter."
18,1,"Arjuna said: O great-armed Krishna, I want to know the nature of 'sannyasa' (renunciation of karma) and 'tyagama' (renunciation of the desire to enjoy the fruits of karma). O Hrishikesh, who desires to know the difference between them too, O Keshinishudana."
18,2,"Sri Bhagavan said: Sanyasama, said the sages, is the renunciation of desires-induced karma. Pundits say that giving up all the fruits of karma is sacrifice."
18,3,"Some learned men say that all forms of karma are sinful and should be avoided, while others say that yajna, charity and penance should never be given up."
18,4,"Now listen to my final decision on the subject of sacrifice, O Purushavyagraha, it is said that sacrifice is of three types."
18,5,"Karma related to yajna, almsgiving and austerities should never be renounced; They must be done. Indeed yajna, charity and penance sanctify even the wise."
18,6,"These activities should be done without any desire for fruits and without any desire for reward. This is my absolute and supreme judgment, O Arjuna."
18,7,One should never renounce one's prescribed duties. Such confusion sacrifice is called Tamasika sacrifice.
18,8,"Rajo Guna Tyaga is the act of abandoning one's obligatory duties, thinking that they are difficult or causing physical discomfort. Such a sacrifice is never salutary and does not contribute to our elevation."
18,9,"Arjuna, whenever actions are performed in accordance with duty, and desire for fruit is renounced, it is called sattva guna sacrifice."
18,10,True sacrifices are those who do not try to avoid disliked tasks or wish for favorite/favorable tasks. They are virtuous and they have no doubts.
18,11,"It is not possible for any living being with a body to renounce karma completely. Hence, one who renounces the fruits of his karma is said to be a true sacrificer."
18,12,"For those who are interested in self-interest, even the deceased Pidapa, - happiness, sorrow and a mixture of the two - will have karmic rewards in these three forms.  But, those who perform karmaphala sacrifice will not have such fruits either in this world or in the next world."
18,13,"O Arjuna, listen now to what Samkhya Shastra says about the five factors behind any action, which explains how to prevent karmic reactions."
18,14,"Body, Karta, various senses, various kinds of effort, divine grace - these are the five limbs of karma."
18,15,"Whatever karma/deed done by the body, speech, mind, be it good or bad, these five are its factors. Those who do not understand this think that the soul is the real doer. Such people with impure mind cannot understand the reality."
18,16,"Whatever karma/deed done by the body, speech, mind, be it good or bad, these five are its factors. Those who do not understand this think that the soul is the real doer. Such people with impure mind cannot understand the reality."
18,17,"Abandoning the sense of kartrutva ahamkara bhava (the sense that I am the doer) and whose intellect is disinterested, even if they kill living beings, they are not killed and become bound by karma."
18,18,"Jnana, Jnya (the object of knowledge), and the seeker of Jnana - these three induce Karma. Karana, Kriya, Karta, - these are the three limbs of Karma."
18,19,"Sankhya Shastra states that these are three types of tri-gunas of nature - knowledge, karma, and action. Listen as I tell you these differences now."
18,20,"The knowledge in sattva guna is knowing that there is one undivided, impermanent entity in all the different forms of life."
18,21,Realize that any knowledge which sees the different kinds of beings in different bodies as separate and unrelated to each other is rajasika (in rajaguna).
18,22,"In the case that the entire creation is made up of these different parts, it is said that the knowledge that makes man completely alien to himself, without logic and far from truth, is tamasic knowledge."
18,23,"That which is done according to karma-sastra, is free from lust, and is done without desire for fruit, is said to be in sattva guna."
18,24,"Work motivated by selfish desire, carried out by pride, and involving intense effort is said to be in Rajoguna."
18,25,"Karma that one does, starting from delusion, without knowing what one's self-power is, and without thinking about the consequences, loss and harm to others - is called Tamasika Karma."
18,26,"Those who are free from ego and association, and have enthusiasm, determination, and are indifferent to success or failure are said to be virtuous doers."
18,27,"A Karta who is interested in the fruits of karma, greedy, violent-inclined, impure, and affected by Harsha-Sokamas is considered to be in Rajoguna."
18,28,"Those who are undisciplined, scornful, foolish, foolish, mean, lazy, desperate and carelessly waste time - may be called tamoguna kartas."
18,29,"Now listen, O Arjuna, I will explain at length the difference between the intellect and the senses according to the trigunas of nature."
18,30,"O Partha, what is the right deed, what is the bad deed;  What is duty, what is not duty; What to fear, what not to fear; Buddhi is said to be in Sattva Guna when it is understood what is binding and what is salvation."
18,31,"Whenever the mind is confused as to what is right and what is wrong, when it cannot know what is right behavior and what is wrong, then that mind is in Rajoguna."
18,32,Tamoguna Buddhi is the mind which is enveloped in darkness and considers unrighteousness as righteousness and falsehood as truth.
18,33,"Strong will developed through yoga; And the will that underlies the activities of the mind, prana vayus, and senses is called sattva guna dhrdhamsakata."
18,34,"Rajasika dhruthi is a fixed mind motivated by desire and interested in dharma (duties), kama (pleasures) and artha (wealth)."
18,35,"Tamoguna dhruthi is the low minded will that is unrelenting, daydreaming, fearful, grieving, depressed and arrogant."
18,36,"And now hear from me, O Arjuna, about the three kinds of pleasures which the living soul attains, and about the attainment of the stage of liberation from all sorrows."
18,37,"Sattva guna happiness is happiness that seems like poison in the beginning, but in the end is like nectar. It is born of the pure intellect that is rooted in self-knowledge."
18,38,"The pleasure due to the contact of sense objects with the senses is called rajasic (rajo guna) pleasure. This pleasure is like nectar in the beginning, but in the end it is like poison."
18,39,"Whatever happiness - covering the entire existence of the soul from beginning to end, and arising from sleep, laziness, and carelessness - is said to be tamasic (in tamoguna) happiness."
18,40,"In this physical world - not on earth, or in the upper heavenly worlds - not a single living being is beyond the influence of these trigunas of nature."
18,41,"Brahmins, Kshatriyas, Vaishyas and Shudras – whose duties were assigned according to their characteristics, their respective qualities. (not in terms of birth)."
18,42,"Sama (tranquility), dama (sensual restraint), austerity, purity, patience, sincerity, wisdom, knowledge, and faith in this world – these are the innate karmic qualities of Brahmins."
18,43,"Valor, strength, courage, skill in arms training, determination not to back down from battle, large-hearted kindness, and leadership ability - these are the karmic qualities inherent in Kshatriyas."
18,44,"Agriculture, dairy farming, and trade are natural occupations for those with Vaishya Gunas. Serving by performing deeds is the natural duty of those with shudra qualities."
18,45,"By performing the duties of those who are naturally born, human beings can attain perfect siddhi. Now hear from me how one can achieve perfection by practicing/performing his assigned duties."
18,46,By performing his natural occupation one worships Him - from whom all the demons sprang and by whom the whole world is filled and concentrated.  By doing such things one attains Siddhi easily.
18,47,"It is better for a person to do his own self-righteousness, even if it is not done properly, than to do para (others') dharma. In performing the duties of his nature, man does not incur sin."
18,48,"One should never forsake the duties born of one's natural nature, even if there are faults in them, O son of Kunti. All karmic efforts are shrouded in some kind of dosha, just as a fire is shrouded in smoke."
18,49,"Whose intellect is dispassionate throughout, who conquers the mind and renounces desires through the practice of asceticism, attains the supreme Naishkarmya Siddhi."
18,50,"O Arjuna, how one who has attained perfect siddhi (in karmic asceticism) can attain Brahman also by being established in transcendental spiritual knowledge - hear me in brief."
18,51,"When a person - has a pure intellect, and has well restrained the senses, renounces sound and other sense objects, and is free from hatred of raga, then he is fit to attain Brahman. Such a person likes solitude, eats in moderation, controls body language, engages in constant meditation and practices dispassion. A person who is free from ego, violence, avarice, desires, selfishness, selfishness - is peaceful and deserves to attain the state of oneness with the Supreme Being. (ie, knowing the Supreme Truth in the form of Brahman)."
18,52,"When a person - has a pure intellect, and has well restrained the senses, renounces sound and other sense objects, and is free from hatred of raga, then he is fit to attain Brahman. Such a person likes solitude, eats in moderation, controls body language, engages in constant meditation and practices dispassion. A person who is free from ego, violence, avarice, desires, selfishness, selfishness - is peaceful and deserves to attain the state of oneness with the Supreme Being. (ie, knowing the Supreme Truth in the form of Brahman)."
18,53,"When a person - has a pure intellect, and has well restrained the senses, renounces sound and other sense objects, and is free from hatred of raga, then he is fit to attain Brahman. Such a person likes solitude, eats in moderation, controls body language, engages in constant meditation and practices dispassion. A person who is free from ego, violence, avarice, desires, selfishness, selfishness - is peaceful and deserves to attain the state of oneness with the Supreme Being. (ie, knowing the Supreme Truth in the form of Brahman)."
18,54,"A person who is at one with Parabrahman is mentally calm, does not grieve for anything, does not desire for anything. Being equanimous towards all beings, such a yogi will receive my parabhakti."
18,55,"Only through loving devotion to Me can I know who (how much) I really am. Knowing Me, Pidapa, My devotee is absorbed in My absolute consciousness."
18,56,My devotees take full refuge in Me even though they are doing all the activities. By my grace they will attain eternal and impermanent abode.
18,57,Make me your supreme goal and offer your every karma to me. Take refuge in Buddhi Yoga and make your will always ascend to me.
18,58,"If you always remember Me, by My grace you can overcome all obstacles and difficulties. But if, through pride, you do not listen to my advice, you will perish."
18,59,"If you are motivated by pride and think, ""I will not fight,"" then your decision will be wasted anyway. Because it is your own (Kshatriya) physical nature that impels you to fight."
18,60,"O Arjuna, whatever action you say you will not do due to lust, you will be prompted to do it by the impulse born of your natural nature."
18,61,"Ishvara resides in the heart of all beings, O Arjuna. He directs the course of the living souls who ascend the Yantra made of material energy, according to their respective karmas."
18,62,"Surrender completely to Him alone, O Bharata.  By His grace, you will attain supreme peace and eternal abode."
18,63,"Thus I have revealed to you the most secret knowledge of all secrets. Think deeply about it, and do as you like."
18,64,"Hear once again My supreme instruction, which is the most secret of all knowledge. I am telling you this for your sake, because you are very dear to me."
18,65,"Always remember Me, be devoted to Me, worship Me and bow to Me. By doing this you will surely reach me. This is my promise to you, because you are very dear to me."
18,66,"Abandon all kinds of dharmas and surrender to Me alone. I will absolve you of all sins, fear not."
18,67,"This Upadesha should never be given to a non-ascetic, a non-pious person. (Spiritual matters) Do not say this even to those who are averse to hearing, and especially to those who are envious of me."
18,68,"Whoever inculcates this supremely secret knowledge among My devotees, they have performed supreme loving service. They will undoubtedly reach me."
18,69,No one has done me more loving service than they; There will be no one on this earth dearer to me than they.
18,70,"Those who recite this holy dialogue between us, worship Me with the sacrifice of knowledge (with their intellects); That is my opinion."
18,71,"Even those who merely hear this knowledge, with earnest faith and without envy, are freed from sins and reach the holy worlds where the pious souls reside."
18,72,"O Arjuna, did you listen attentively to what I said? Are your ignorance and delusion eradicated?"
18,73,"Arjuna said: O Achyuta (blameless one), by your grace my delusion is eradicated, and I am established in knowledge. I have no doubts now, and will do according to your instructions."
18,74,"Sanjay said: Thus, I, heard the conversation between Lord Krishna, son of Vasudeva, and Arjuna, son of Mahatma, Pritha. It's so amazing it makes my hair stand on end."
18,75,"By the grace of Vedavyasa, I learned this supreme secret of yoga from Lord Krishna himself."
18,76,I am rejoicing over and over again recalling this magnificent conversation between the Supreme Lord Sri Krishna and Arjuna.
18,77,"And, remembering the wonderful and astonishing cosmic form of Sri Krishna, I am amazed and thrilled with great joy again and again."
18,78,"It is my firm opinion that wherever Sri Krishna, the Yogeshwar, and Arjuna, the supreme archer, are there, there is all wealth, all victory, all-plenty and righteousness."
