chapter_no,verse_no,question_en,question_te,answer_en,answer_te
18,65,Why does Krishna emphasize devotion and worship in this teaching on Give?,గివ్‌పై ఈ బోధనలో కృష్ణుడు భక్తి మరియు ఆరాధనను ఎందుకు నొక్కి చెప్పాడు?,"Krishna emphasizes devotion and worship as they are the means to establish a profound connection with the divine. By surrendering one's mind and actions to Him, a devotee aligns their life with spiritual truths, which leads to liberation and divine presence.","కృష్ణుడు భక్తి మరియు ఆరాధనను నొక్కిచెప్పాడు, అవి దైవికంతో లోతైన సంబంధాన్ని ఏర్పరచుకునే సాధనాలు. ఒకరి మనస్సు మరియు చర్యలను ఆయనకు అప్పగించడం ద్వారా, ఒక భక్తుడు వారి జీవితాన్ని ఆధ్యాత్మిక సత్యాలతో సమలేఖనం చేస్తాడు, ఇది విముక్తి మరియు దైవిక ఉనికికి దారి తీస్తుంది."
18,65,How does the instruction to 'bow down' relate to the concept of humility in spiritual practice?,ఆధ్యాత్మిక సాధనలో వినయం అనే భావనతో 'నమస్కరించు' సూచన ఎలా సంబంధం కలిగి ఉంటుంది?,"The instruction to 'bow down' symbolizes surrender and humility, essential virtues in spiritual practice. It encourages letting go of ego and pride, acknowledging the divine presence and wisdom as greater than oneself, thus fostering a receptive and open heart for divine grace.","'వంగి నమస్కరించు' అనే సూచన ఆధ్యాత్మిక సాధనలో లొంగుబాటు మరియు వినయం, ముఖ్యమైన ధర్మాలను సూచిస్తుంది. ఇది అహం మరియు అహంకారాన్ని విడనాడడాన్ని ప్రోత్సహిస్తుంది, దైవిక ఉనికిని మరియు జ్ఞానాన్ని తన కంటే గొప్పదని అంగీకరిస్తుంది, తద్వారా దైవిక దయ కోసం స్వీకరించే మరియు బహిరంగ హృదయాన్ని ప్రోత్సహిస్తుంది."
18,66,What does Krishna ask Arjuna to do with all his duties in this teaching on Resigning?,ఈ రాజీనామా బోధనలో కృష్ణుడు అర్జునుని తన విధులన్నింటినీ ఏమి చేయమని అడుగుతాడు?,Krishna asks Arjuna to resign all his duties to Him and take refuge in Him alone.,"కృష్ణుడు అర్జునుని తన బాధ్యతలన్నిటినీ విడిచిపెట్టి, తనను మాత్రమే శరణు పొందమని కోరతాడు."
18,66,"In Chapter 18, Verse 66, how does Krishna assure Arjuna regarding sins?","18వ అధ్యాయం, 66వ శ్లోకంలో, పాపాల గురించి కృష్ణుడు అర్జునుడికి ఎలా హామీ ఇచ్చాడు?","Krishna assures Arjuna that He will absolve him of all sins, encouraging Arjuna not to worry.","కృష్ణుడు అర్జునుడికి అన్ని పాపాల నుండి విముక్తి చేస్తానని హామీ ఇస్తాడు, చింతించవద్దని అర్జునుడిని ప్రోత్సహిస్తాడు."
18,66,Why does Krishna suggest taking refuge in Him as a path to liberation?,ముక్తికి మార్గంగా కృష్ణుడు తనని ఆశ్రయించమని ఎందుకు సూచిస్తున్నాడు?,"Krishna suggests taking refuge in Him because He embodies the ultimate power and support. By surrendering to Him, one can transcend worldly attachments and obligations, leading to liberation.","కృష్ణుడు అతనిని ఆశ్రయించమని సూచించాడు ఎందుకంటే అతను అంతిమ శక్తి మరియు మద్దతును కలిగి ఉన్నాడు. ఆయనకు శరణాగతి చేయడం ద్వారా, ఒకరు ప్రాపంచిక అనుబంధాలను మరియు బాధ్యతలను అధిగమించి, ముక్తికి దారితీయవచ్చు."
18,66,What is the significance of the phrase 'worry not' in this teaching on Resigning?,రాజీనామాపై ఈ బోధనలో 'ఆందోళన చెందవద్దు' అనే పదానికి ప్రాముఖ్యత ఏమిటి?,"The phrase 'worry not' signifies Krishna's promise of protection and liberation. It reassures Arjuna that by surrendering to Krishna, he will be freed from the burden of sins and the worries associated with them.",'చింతించవద్దు' అనే పదబంధం కృష్ణుడి రక్షణ మరియు విముక్తి యొక్క వాగ్దానాన్ని సూచిస్తుంది. కృష్ణుడికి శరణాగతి చేయడం ద్వారా అర్జునుడు పాపభారం మరియు వాటితో సంబంధం ఉన్న చింతల నుండి విముక్తి పొందుతాడని ఇది అర్జునుడికి భరోసా ఇస్తుంది.
18,66,How does the concept of surrender in this teaching on Resigning relate to the broader teachings of the Bhagavad Gita?,రాజీనామాపై ఈ బోధనలోని శరణాగతి భావన భగవద్గీత యొక్క విస్తృత బోధనలకు ఎలా సంబంధం కలిగి ఉంటుంది?,"The concept of surrender in this verse encapsulates the essence of devotion and trust in divine guidance, a central theme in the Bhagavad Gita. It emphasizes the importance of relinquishing ego and control, allowing divine will to guide one's life towards spiritual liberation.","ఈ శ్లోకంలోని శరణాగతి భావన భగవద్గీతలో ప్రధాన అంశం అయిన దైవిక మార్గదర్శకత్వంపై భక్తి మరియు విశ్వాసం యొక్క సారాంశాన్ని సంగ్రహిస్తుంది. ఇది అహం మరియు నియంత్రణను విడిచిపెట్టడం యొక్క ప్రాముఖ్యతను నొక్కి చెబుతుంది, ఆధ్యాత్మిక విముక్తి వైపు ఒకరి జీవితాన్ని నడిపించడానికి దైవిక సంకల్పాన్ని అనుమతిస్తుంది."
18,67,Who should not be taught the secret gospel of the Gita according to this teaching on Devotion?,భక్తికి సంబంధించిన ఈ బోధన ప్రకారం గీత రహస్య సువార్తను ఎవరికి బోధించకూడదు?,"The secret gospel of the Gita should not be imparted to someone who lacks penance, devotion, a willing ear, or to someone who finds fault with Krishna.","గీతలోని రహస్య సువార్తను తపస్సు, భక్తి, ఇష్టపూర్వకమైన చెవి లేని వ్యక్తికి లేదా కృష్ణుడి తప్పును కనుగొనేవారికి తెలియజేయకూడదు."
18,67,"In Chapter 18, Verse 67, what qualities make a person unworthy of receiving the teachings of the Gita?","18వ అధ్యాయం, 67వ శ్లోకంలో, గీతా బోధలను స్వీకరించడానికి ఏ లక్షణాలు వ్యక్తిని అనర్హులుగా చేస్తాయి?","A person is considered unworthy of receiving the teachings of the Gita if they lack penance, devotion, willingness to listen, or if they are critical of Krishna.","తపస్సు, భక్తి, వినాలనే సంకల్పం లేకుంటే లేదా కృష్ణుడిని విమర్శిస్తే గీతా బోధలను స్వీకరించడానికి వ్యక్తి అనర్హుడని భావిస్తారు."
18,67,Why is a person who finds fault with Krishna advised against receiving the teachings of the Gita?,కృష్ణుడిలో తప్పులు కనిపెట్టే వ్యక్తి గీతా బోధలను స్వీకరించకూడదని ఎందుకు సలహా ఇస్తారు?,A person who finds fault with Krishna is advised against receiving the teachings because such a mindset closes the heart to understanding and accepting divine wisdom. The teachings require openness and respect for the divine to be truly effective and transformative.,"కృష్ణుడితో తప్పును కనుగొన్న వ్యక్తి బోధలను స్వీకరించకూడదని సలహా ఇస్తారు, ఎందుకంటే అలాంటి మనస్తత్వం దైవిక జ్ఞానాన్ని అర్థం చేసుకోవడానికి మరియు అంగీకరించడానికి హృదయాన్ని మూసివేస్తుంది. బోధనలు నిజంగా ప్రభావవంతంగా మరియు రూపాంతరం చెందడానికి దైవం పట్ల బహిరంగత మరియు గౌరవం అవసరం."
18,67,"In Chapter 18, Verse 67, what is meant by 'a willing ear' in the context of this teaching on Devotion?","18వ అధ్యాయం, 67వ శ్లోకంలో, భక్తిపై ఈ బోధన సందర్భంలో 'ఇష్టపడే చెవి' అంటే ఏమిటి?",A 'willing ear' refers to the readiness and eagerness to listen and absorb the teachings with an open mind and heart. It implies a sincere desire to learn and grow spiritually.,'విల్లింగ్ ఇయర్' అనేది ఓపెన్ మైండ్ మరియు హృదయంతో బోధనలను వినడానికి మరియు గ్రహించడానికి సంసిద్ధత మరియు ఆసక్తిని సూచిస్తుంది. ఇది ఆధ్యాత్మికంగా నేర్చుకోవడానికి మరియు ఎదగడానికి హృదయపూర్వక కోరికను సూచిస్తుంది.
18,67,How does devotion influence one's ability to understand the teachings of the Gita?,గీతా బోధలను అర్థం చేసుకునే వ్యక్తి సామర్థ్యాన్ని భక్తి ఎలా ప్రభావితం చేస్తుంది?,"Devotion opens the heart and mind to divine wisdom, allowing an individual to grasp the deeper meanings and truths of the teachings. It fosters a connection with the divine that transcends intellectual understanding and leads to spiritual growth.","భక్తి హృదయాన్ని మరియు మనస్సును దైవిక జ్ఞానానికి తెరుస్తుంది, ఒక వ్యక్తి బోధనల యొక్క లోతైన అర్థాలు మరియు సత్యాలను గ్రహించడానికి అనుమతిస్తుంది. ఇది మేధోపరమైన అవగాహనను అధిగమించి ఆధ్యాత్మిక వృద్ధికి దారితీసే దైవంతో సంబంధాన్ని పెంపొందిస్తుంది."
18,68,"In Chapter 18, Verse 68, whose teachings are being referred to as the 'most profound gospel'?","18వ అధ్యాయం, 68వ వచనంలో, ఎవరి బోధనలు 'అత్యంత లోతైన సువార్త'గా సూచించబడుతున్నాయి?","The teachings referred to as the 'most profound gospel' are those of Krishna, which are contained in the Bhagavad Gita. This verse emphasizes sharing these teachings among devotees.",భగవద్గీతలో ఉన్న కృష్ణుడి బోధనలు 'అత్యంత లోతైన సువార్త'గా పేర్కొనబడ్డాయి. ఈ పద్యం భక్తుల మధ్య ఈ బోధనలను పంచుకోవడాన్ని నొక్కి చెబుతుంది.
18,68,Why does Krishna emphasize the importance of preaching the 'most profound gospel' among devotees?,భక్తులలో 'అత్యంత గాఢమైన సువార్త' బోధించడం యొక్క ప్రాముఖ్యతను కృష్ణుడు ఎందుకు నొక్కి చెప్పాడు?,"Krishna emphasizes this to encourage the dissemination of divine wisdom. By sharing these teachings, devotees help others connect with spiritual truths, fostering a deeper understanding and devotion towards Krishna. This act is seen as a path to spiritual elevation.","దైవిక జ్ఞానం యొక్క వ్యాప్తిని ప్రోత్సహించడానికి కృష్ణుడు దీనిని నొక్కి చెప్పాడు. ఈ బోధనలను పంచుకోవడం ద్వారా, భక్తులు ఇతరులకు ఆధ్యాత్మిక సత్యాలతో కనెక్ట్ అవ్వడానికి సహాయం చేస్తారు, కృష్ణుడి పట్ల లోతైన అవగాహన మరియు భక్తిని పెంపొందించుకుంటారు. ఈ చర్య ఆధ్యాత్మిక ఔన్నత్యానికి మార్గంగా పరిగణించబడుతుంది."
18,68,"In Chapter 18, Verse 68, what does 'offering the highest love to Me' imply in the context of this verse?","అధ్యాయం 18, 68వ వచనంలో, ఈ పద్యం సందర్భంలో 'నాకు అత్యంత ప్రేమను అందించడం' అంటే ఏమిటి?","In this verse, 'offering the highest love to Me' implies a deep, selfless devotion to Krishna. It means prioritizing divine love above all else and dedicating oneself to the service and teachings of Krishna, which leads to spiritual fulfillment.","ఈ పద్యంలో, 'నాకు అత్యున్నతమైన ప్రేమను సమర్పించడం' కృష్ణుని పట్ల లోతైన, నిస్వార్థ భక్తిని సూచిస్తుంది. అన్నింటికంటే దైవిక ప్రేమకు ప్రాధాన్యత ఇవ్వడం మరియు ఆధ్యాత్మిక సాఫల్యానికి దారితీసే కృష్ణుడి సేవ మరియు బోధనలకు తనను తాను అంకితం చేసుకోవడం."
18,68,How does the promise of 'coming to me alone' reflect the philosophy of devotion in the Gita?,'నాకు ఒంటరిగా వస్తాను' అనే వాగ్దానం గీతలోని భక్తి తత్వాన్ని ఎలా ప్రతిబింబిస్తుంది?,"The promise of 'coming to me alone' underscores the Gita's philosophy that ultimate liberation and unity with the divine are achieved through sincere devotion. It suggests that those who spread divine knowledge with love and dedication will attain Krishna's presence, symbolizing spiritual enlightenment and freedom from the cycle of rebirth.","'ఒంటరిగా నా వద్దకు వస్తాను' అనే వాగ్దానం, చిత్తశుద్ధితో కూడిన భక్తి ద్వారా అంతిమ విముక్తి మరియు పరమాత్మతో ఐక్యం అవుతుందనే గీతా తత్వశాస్త్రాన్ని నొక్కి చెబుతుంది. ప్రేమ మరియు అంకితభావంతో దైవిక జ్ఞానాన్ని వ్యాప్తి చేసేవారు కృష్ణుని ఉనికిని పొందుతారని, ఆధ్యాత్మిక జ్ఞానోదయం మరియు పునర్జన్మ చక్రం నుండి విముక్తిని సూచిస్తుంది."
18,68,What role do devotees play according to this verse in sharing the 'most profound gospel'?,'అత్యంత లోతైన సువార్తను' పంచుకోవడంలో భక్తులు ఈ పద్యం ప్రకారం ఏ పాత్ర పోషిస్తారు?,"Devotees play a crucial role as carriers of divine wisdom. By sharing the teachings of the Gita with others, they act as instruments of spiritual awakening. This contributes to a collective elevation of consciousness and strengthens their bond with Krishna.","దైవిక జ్ఞానం యొక్క వాహకాలుగా భక్తులు కీలక పాత్ర పోషిస్తారు. గీతా బోధలను ఇతరులతో పంచుకోవడం ద్వారా, వారు ఆధ్యాత్మిక మేల్కొలుపు సాధనాలుగా పనిచేస్తారు. ఇది స్పృహ యొక్క సామూహిక ఉద్ధరణకు దోహదం చేస్తుంది మరియు కృష్ణుడితో వారి బంధాన్ని బలపరుస్తుంది."
18,69,"In Chapter 18, Verse 69, who is considered to perform the most loving service?","18వ అధ్యాయం, 69వ వచనంలో, ఎవరు అత్యంత ప్రేమతో సేవ చేస్తారు?",The verse describes a person who spreads Krishna's teachings as performing the most loving service. Such a person is considered unparalleled in their devotion and service to Krishna.,కృష్ణుని బోధలను వ్యాప్తి చేసే వ్యక్తి అత్యంత ప్రేమతో సేవ చేస్తున్నాడని ఈ పద్యం వివరిస్తుంది. అటువంటి వ్యక్తి కృష్ణుని పట్ల వారి భక్తి మరియు సేవలో అసమానంగా భావిస్తారు.
18,69,What does it mean to be the most dear to Krishna on the entire globe?,భూగోళం మొత్తం మీద కృష్ణుడికి అత్యంత ప్రియమైన వ్యక్తిగా ఉండటం అంటే ఏమిటి?,"Being the most dear to Krishna means that there is no one else who pleases Him more through their actions and devotion. It signifies a unique and unmatched bond with the Divine, where one's dedication to spreading spiritual wisdom is highly valued.","కృష్ణునికి అత్యంత ప్రీతిపాత్రమైనది అంటే వారి చర్యల ద్వారా మరియు భక్తి ద్వారా ఆయనను సంతోషపెట్టేవారు మరెవరూ లేరు. ఇది దైవంతో ఒక ప్రత్యేకమైన మరియు సాటిలేని బంధాన్ని సూచిస్తుంది, ఇక్కడ ఆధ్యాత్మిక జ్ఞానాన్ని వ్యాప్తి చేయడంలో ఒకరి అంకితభావం అత్యంత విలువైనది."
18,69,Why is spreading Krishna's teachings considered the highest service?,కృష్ణుడి బోధనలను వ్యాప్తి చేయడం అత్యున్నత సేవగా ఎందుకు పరిగణించబడుతుంది?,"Spreading Krishna's teachings is considered the highest service because it helps guide others towards spiritual enlightenment and a deeper understanding of life. It represents selflessness and devotion as the individual prioritizes the spiritual welfare of others, aligning their actions with the divine purpose.","కృష్ణుడి బోధనలను వ్యాప్తి చేయడం అత్యున్నత సేవగా పరిగణించబడుతుంది ఎందుకంటే ఇది ఇతరులను ఆధ్యాత్మిక జ్ఞానోదయం మరియు జీవితాన్ని లోతుగా అర్థం చేసుకునేందుకు మార్గనిర్దేశం చేస్తుంది. వ్యక్తి ఇతరుల ఆధ్యాత్మిక సంక్షేమానికి ప్రాధాన్యతనిస్తూ, వారి చర్యలను దైవిక ఉద్దేశ్యంతో సమలేఖనం చేస్తున్నందున ఇది నిస్వార్థత మరియు భక్తిని సూచిస్తుంది."
18,69,What can we learn about devotion from the idea that no one is dearer to Krishna than he who spreads His teachings?,కృష్ణుడికి తన బోధలను వ్యాపింపజేసే వ్యక్తి కంటే ప్రియమైనవారు ఎవరూ లేరనే ఆలోచన నుండి భక్తి గురించి మనం ఏమి నేర్చుకోవచ్చు?,"This highlights the importance of selfless service and devotion in spiritual practice. It suggests that true devotion goes beyond personal worship; it involves actively contributing to the spiritual growth of others, thus creating a ripple effect of positivity and wisdom.","ఆధ్యాత్మిక సాధనలో నిస్వార్థ సేవ మరియు భక్తి యొక్క ప్రాముఖ్యతను ఇది హైలైట్ చేస్తుంది. నిజమైన భక్తి వ్యక్తిగత ఆరాధనకు మించినదని ఇది సూచిస్తుంది; ఇది ఇతరుల ఆధ్యాత్మిక ఎదుగుదలకు చురుకుగా దోహదపడుతుంది, తద్వారా సానుకూలత మరియు జ్ఞానం యొక్క అలల ప్రభావాన్ని సృష్టిస్తుంది."
18,69,"In Chapter 18, Verse 69, who is speaking in Chapter 18, Verse 69, and what is being conveyed?","అధ్యాయం 18, 69వ వచనంలో, అధ్యాయం 18, 69వ వచనంలో ఎవరు మాట్లాడుతున్నారు మరియు ఏమి తెలియజేయబడుతోంది?","In this verse, Krishna is speaking to Arjuna, conveying the message that those who share His teachings with others are performing the most loving service. This establishes the high value Krishna places on spreading spiritual knowledge and the unique bond it creates between the devotee and the Divine.","ఈ శ్లోకంలో, కృష్ణుడు అర్జునుడితో మాట్లాడుతున్నాడు, తన బోధనలను ఇతరులతో పంచుకునే వారు అత్యంత ప్రేమతో సేవ చేస్తున్నారనే సందేశాన్ని తెలియజేస్తాడు. ఇది ఆధ్యాత్మిక జ్ఞానాన్ని వ్యాప్తి చేయడంపై కృష్ణుడు ఉంచిన అధిక విలువను మరియు భక్తుడికి మరియు దైవానికి మధ్య అది సృష్టించే ప్రత్యేకమైన బంధాన్ని ఏర్పరుస్తుంది."
18,70,"In Chapter 18, Verse 70, who is considered to be worshipped through the study of the sacred dialogue?","18వ అధ్యాయం, 70వ వచనంలో, పవిత్రమైన సంభాషణను అధ్యయనం చేయడం ద్వారా ఎవరు పూజింపబడతారు?",Krishna is considered to be worshipped through the study of the sacred dialogue in the form of the Gita.,గీతా రూపంలోని పవిత్రమైన సంభాషణను అధ్యయనం చేయడం ద్వారా కృష్ణుడు పూజింపబడతాడు.
18,70,What is the significance of the term 'sacrifice of knowledge' mentioned in the verse?,పద్యంలో పేర్కొన్న 'జ్ఞాన త్యాగం' అనే పదం యొక్క ప్రాముఖ్యత ఏమిటి?,"The 'sacrifice of knowledge' refers to the act of studying and understanding the teachings of the Gita. It signifies offering one's devotion and intellect to absorb the wisdom contained within the sacred dialogue, which is considered a form of worship.",'జ్ఞాన త్యాగం' అనేది గీతా బోధలను అధ్యయనం చేసి అర్థం చేసుకునే చర్యను సూచిస్తుంది. ఆరాధన యొక్క రూపంగా పరిగణించబడే పవిత్ర సంభాషణలో ఉన్న జ్ఞానాన్ని గ్రహించడానికి ఒకరి భక్తి మరియు తెలివిని అందించడాన్ని ఇది సూచిస్తుంది.
18,70,How does studying the dialogue between Krishna and Arjuna serve as a form of worship according to the verse?,కృష్ణుడు మరియు అర్జునుడి మధ్య సంభాషణను అధ్యయనం చేయడం శ్లోకం ప్రకారం పూజా విధానంగా ఎలా ఉపయోగపడుతుంది?,"Studying the dialogue serves as a form of worship because it involves dedicating oneself to understanding divine wisdom. By engaging in this intellectual and spiritual pursuit, one aligns with Krishna's teachings, which is seen as honoring and revering him.","సంభాషణను అధ్యయనం చేయడం అనేది ఆరాధన యొక్క ఒక రూపంగా పనిచేస్తుంది ఎందుకంటే ఇది దైవిక జ్ఞానాన్ని అర్థం చేసుకోవడానికి తనను తాను అంకితం చేసుకోవడం. ఈ మేధో మరియు ఆధ్యాత్మిక అన్వేషణలో నిమగ్నమవ్వడం ద్వారా, కృష్ణుడి బోధలతో ఒకరు సరిపడతారు, ఇది ఆయనను గౌరవించడం మరియు గౌరవించడం."
18,70,"In Chapter 18, Verse 70, whose opinion is expressed regarding the study of the Gita?","18వ అధ్యాయం, 70వ శ్లోకంలో, గీతా అధ్యయనానికి సంబంధించి ఎవరి అభిప్రాయం వ్యక్తం చేయబడింది?","The opinion expressed regarding the study of the Gita is Krishna's. He states that by studying the sacred dialogue, he is worshipped through the sacrifice of knowledge.","గీతా అధ్యయనానికి సంబంధించి వ్యక్తీకరించబడిన అభిప్రాయం కృష్ణుడిది. పవిత్రమైన సంభాషణను అధ్యయనం చేయడం ద్వారా, జ్ఞాన త్యాగం ద్వారా అతను పూజించబడ్డాడని అతను పేర్కొన్నాడు."
18,70,What does the phrase 'sacred dialogue of ours' refer to in this teaching on Whosoever?,ఎవరెవరిపై ఈ బోధనలో 'మాది పవిత్ర సంభాషణ' అనే పదబంధం దేనిని సూచిస్తుంది?,The phrase 'sacred dialogue of ours' refers to the conversation between Krishna and Arjuna in the Bhagavad Gita. It is considered sacred as it encompasses deep spiritual and philosophical teachings meant to guide individuals on their path to self-realization and duty.,భగవద్గీతలో కృష్ణుడు మరియు అర్జునుడి మధ్య సంభాషణను 'మాది పవిత్ర సంభాషణ' అనే పదబంధం సూచిస్తుంది. స్వీయ-సాక్షాత్కారానికి మరియు కర్తవ్యానికి వారి మార్గంలో వ్యక్తులను మార్గనిర్దేశం చేయడానికి ఉద్దేశించిన లోతైన ఆధ్యాత్మిక మరియు తాత్విక బోధనలను కలిగి ఉన్నందున ఇది పవిత్రమైనదిగా పరిగణించబడుతుంది.
18,71,what is the significance of listening to the Gita with reverence?,భక్తితో గీతా శ్రవణం యొక్క ప్రాముఖ్యత ఏమిటి?,"Listening to the Gita with reverence signifies an open and respectful attitude towards the teachings. It involves acknowledging the spiritual wisdom contained within the text and being receptive to its messages without skepticism. This approach helps the listener internalize the teachings, leading to spiritual growth and liberation from sin.","భక్తితో గీతా వినడం బోధనల పట్ల బహిరంగ మరియు గౌరవప్రదమైన వైఖరిని సూచిస్తుంది. ఇది టెక్స్ట్‌లో ఉన్న ఆధ్యాత్మిక జ్ఞానాన్ని గుర్తించడం మరియు దాని సందేశాలను సంశయవాదం లేకుండా స్వీకరించడం వంటివి కలిగి ఉంటుంది. ఈ విధానం శ్రోతలకు బోధనలను అంతర్గతీకరించడంలో సహాయపడుతుంది, ఇది ఆధ్యాత్మిక వృద్ధికి మరియు పాపం నుండి విముక్తికి దారితీస్తుంది."
18,71,what does 'liberated from sin' imply in the context of this teaching on Gita?,గీతపై ఈ బోధన సందర్భంలో 'పాపం నుండి విముక్తి' అంటే ఏమిటి?,"'Liberated from sin' implies that by listening to the Gita with sincerity and without fault-finding, a person can cleanse their mind and spirit of negative influences. This purification process allows the individual to overcome past wrongdoings and align themselves with virtuous actions, leading to spiritual freedom.","'పాపం నుండి విముక్తి' అంటే చిత్తశుద్ధితో మరియు తప్పులు కనుగొనకుండా గీతను వినడం ద్వారా, ఒక వ్యక్తి తన మనస్సును మరియు ఆత్మను ప్రతికూల ప్రభావాల నుండి శుభ్రపరచగలడు. ఈ శుద్దీకరణ ప్రక్రియ వ్యక్తి గత తప్పులను అధిగమించడానికి మరియు ఆధ్యాత్మిక స్వేచ్ఛకు దారితీసే సద్గుణ చర్యలతో తమను తాము సమలేఖనం చేసుకోవడానికి అనుమతిస్తుంది."
18,71,How does the act of hearing the Gita relate to reaching 'the happy worlds of the virtuous'?,గీతా శ్రవణం 'సత్పురుషుల సంతోషకరమైన లోకాలను' చేరుకోవడానికి ఎలా సంబంధం కలిగి ఉంటుంది?,"Hearing the Gita with faith and without criticism connects the listener to the divine wisdom of the text, which guides them towards righteous living. This alignment with virtuous principles naturally leads to a life of good actions and ultimately to the attainment of blessed realms or states of existence, which are metaphorically described as 'the happy worlds of the virtuous.'","విశ్వాసంతో మరియు విమర్శ లేకుండా గీతను వినడం శ్రోతలను వచనం యొక్క దైవిక జ్ఞానంతో కలుపుతుంది, ఇది వారిని ధర్మబద్ధమైన జీవనం వైపు నడిపిస్తుంది. సద్గుణ సూత్రాలతో ఈ అమరిక సహజంగానే మంచి చర్యల జీవితానికి దారి తీస్తుంది మరియు అంతిమంగా ఆశీర్వాద రాజ్యాలు లేదా ఉనికి యొక్క స్థితులను సాధించడానికి దారి తీస్తుంది, వీటిని 'పుణ్యాత్ముల సంతోషకరమైన ప్రపంచాలు' అని రూపకంగా వర్ణించారు."
18,71,"In Chapter 18, Verse 71, why is an 'uncarping spirit' important when listening to spiritual teachings like the Gita?","18వ అధ్యాయం, 71వ శ్లోకంలో, గీత వంటి ఆధ్యాత్మిక బోధనలను వింటున్నప్పుడు 'అన్‌కార్పింగ్ స్పిరిట్' ఎందుకు ముఖ్యమైనది?","An 'uncarping spirit' is crucial because it allows one to absorb spiritual teachings without bias or preconceived judgments. Such openness fosters a genuine understanding and acceptance of the teachings, which can transform one's life. It is through this non-judgmental receptivity that one can truly benefit from the wisdom offered and progress on the path to liberation.",ఒక 'అన్‌కార్పింగ్ స్పిరిట్' కీలకమైనది ఎందుకంటే ఇది పక్షపాతం లేదా ముందస్తు తీర్పులు లేకుండా ఆధ్యాత్మిక బోధనలను గ్రహించడానికి అనుమతిస్తుంది. అలాంటి నిష్కాపట్యత ఒకరి జీవితాన్ని మార్చగలిగే బోధనల పట్ల నిజమైన అవగాహన మరియు అంగీకారాన్ని పెంపొందిస్తుంది. ఈ నాన్-జడ్జిమెంటల్ రిసెప్టివిటీ ద్వారానే ఒకరు అందించిన జ్ఞానం నుండి నిజంగా ప్రయోజనం పొందవచ్చు మరియు విముక్తి మార్గంలో పురోగతి సాధించవచ్చు.
18,71,"In Chapter 18, Verse 71, who benefits from listening to the Gita and how?","18వ అధ్యాయం, 71వ శ్లోకంలో, గీత వినడం వల్ల ఎవరికి ప్రయోజనం మరియు ఎలా?","In this verse, it is indicated that anyone who listens to the Gita with faith and without seeking faults benefits immensely. The listener, by doing so, becomes free from sins and is rewarded by reaching the virtuous realms. This highlights the transformative power of the Gita's teachings when approached with the right mindset.","ఈ శ్లోకంలో, గీతను విశ్వాసంతో మరియు తప్పులు కోరకుండా వినేవారెవరైనా ఎంతో ప్రయోజనం పొందుతారని సూచించబడింది. శ్రోత ఇలా చేయడం వల్ల పాపాల నుండి విముక్తుడవుతాడు మరియు పుణ్య క్షేత్రాలను చేరుకోవడం వల్ల పుణ్యం లభిస్తుంది. సరైన మనస్తత్వంతో సంప్రదించినప్పుడు ఇది గీత బోధనల పరివర్తన శక్తిని హైలైట్ చేస్తుంది."
18,72,"In Chapter 18, Verse 72, who is referred to as Partha and Dhananjaya?","18వ అధ్యాయం, 72వ శ్లోకంలో, పార్థ మరియు ధనంజయ అని ఎవరిని పేర్కొన్నారు?","Partha and Dhananjaya both refer to Arjuna. Partha indicates his lineage as the son of Pritha (Kunti), and Dhananjaya is another of his epithets, meaning 'conqueror of wealth'.","పార్థ మరియు ధనంజయ ఇద్దరూ అర్జునుని సూచిస్తారు. పార్థ తన వంశాన్ని పృథ (కుంతి) కుమారుడిగా సూచిస్తాడు మరియు ధనంజయుడు అతని మరొక సారాంశం, అంటే 'సంపదను జయించినవాడు'."
18,72,What is Krishna asking Arjuna about his state of mind in this teaching on Partha?,పార్థపై ఈ బోధనలో కృష్ణుడు అర్జునుడి మానసిక స్థితి గురించి ఏమి అడుగుతున్నాడు?,Krishna is inquiring if Arjuna has listened to His teachings with a concentrated mind and if the delusion arising from ignorance has been dispelled from him. This reflects Krishna's concern for Arjuna's mental clarity and understanding.,"అర్జునుడు తన బోధలను ఏకాగ్రతతో విన్నాడా, అజ్ఞానం వల్ల ఉత్పన్నమైన మాయ అతని నుండి తొలగిపోయిందా అని కృష్ణుడు విచారిస్తున్నాడు. ఇది అర్జునుడి మానసిక స్పష్టత మరియు అవగాహన పట్ల కృష్ణుని ఆందోళనను ప్రతిబింబిస్తుంది."
18,72,Why does Krishna emphasize listening with a 'concentrated mind' in his question to Arjuna?,కృష్ణుడు అర్జునుడికి తన ప్రశ్నలో 'ఏకాగ్రతతో' వినాలని ఎందుకు నొక్కి చెప్పాడు?,"Krishna emphasizes a 'concentrated mind' to highlight the importance of focus and mindfulness when receiving profound teachings. Without concentration, understanding and true realization may not occur, which is essential for overcoming ignorance and delusion.","గాఢమైన బోధలను స్వీకరించేటప్పుడు ఏకాగ్రత మరియు శ్రద్ధ యొక్క ప్రాముఖ్యతను హైలైట్ చేయడానికి కృష్ణుడు 'ఏకాగ్రతతో కూడిన మనస్సు'ని నొక్కి చెప్పాడు. ఏకాగ్రత లేకుండా, అవగాహన మరియు నిజమైన సాక్షాత్కారం జరగకపోవచ్చు, ఇది అజ్ఞానం మరియు మాయను అధిగమించడానికి అవసరం."
